type,date,latitude,longitude,gender,age_range,self_defined_ethnicity,officer_defined_ethnicity,legislation,object_of_search,outcome,outcome_linked_to_object_of_search,source_month,year,month,time,has_location
Person search,2025-04-25 13:35:00+00:00,53.956544,-1.06159,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-04,2025,4,13,True
Person search,2025-04-25 15:22:00+00:00,53.953839,-1.13972,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-04,2025,4,15,True
Person search,2025-04-25 20:06:00+00:00,54.332961,-1.440982,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,Yes,2025-04,2025,4,20,True
Person search,2025-04-25 20:12:00+00:00,54.332961,-1.440982,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,Yes,2025-04,2025,4,20,True
Person search,2025-04-25 20:16:00+00:00,54.232515,-1.338987,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,Yes,2025-04,2025,4,20,True
Person search,2025-04-25 20:25:00+00:00,54.232515,-1.338987,Male,10-17,Not Specified,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-04,2025,4,20,True
Person search,2025-04-29 10:08:00+00:00,54.283656,-0.39626,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Not Specified,No,2025-04,2025,4,10,True
Person search,2025-04-29 13:56:00+00:00,53.954621,-1.093194,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-04,2025,4,13,True
Person search,2025-03-01 23:42:00+00:00,54.280781,-0.399751,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Not Specified,No,2025-03,2025,3,23,True
Person search,2025-03-01 23:56:00+00:00,54.280781,-0.399751,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Not Specified,No,2025-03,2025,3,23,True
Person and Vehicle search,2025-03-02 02:50:00+00:00,53.977891,-1.533889,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-03,2025,3,2,True
Person and Vehicle search,2025-03-03 05:22:00+00:00,54.437204,-1.401653,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Arrest,Yes,2025-03,2025,3,5,True
Person search,2025-03-03 05:35:00+00:00,54.437204,-1.401653,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Arrest,Yes,2025-03,2025,3,5,True
Person search,2025-03-03 05:40:00+00:00,54.437204,-1.401653,Female,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Not Specified,No,2025-03,2025,3,5,True
Person search,2025-03-03 06:08:00+00:00,54.486255,-0.614035,Male,18-24,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Not Specified,No,2025-03,2025,3,6,True
Person search,2025-03-03 21:37:00+00:00,54.281672,-0.403925,Female,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Not Specified,No,2025-03,2025,3,21,True
Person search,2025-03-04 17:09:00+00:00,53.77414,-1.123159,Male,18-24,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Firearms,Arrest,Not Specified,2025-03,2025,3,17,True
Person search,2025-03-05 01:04:00+00:00,54.250792,-0.478308,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-03,2025,3,1,True
Person search,2025-03-05 01:31:00+00:00,54.250792,-0.478308,Male,Not Specified,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-03,2025,3,1,True
Person and Vehicle search,2025-03-05 01:49:00+00:00,54.262175,-0.417437,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-03,2025,3,1,True
Person search,2025-03-07 02:54:00+00:00,54.285606,-0.401638,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-03,2025,3,2,True
Person and Vehicle search,2025-03-07 19:28:00+00:00,53.997043,-1.50457,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,No,2025-03,2025,3,19,True
Person search,2025-03-07 20:11:00+00:00,53.998158,-1.504541,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-03,2025,3,20,True
Person and Vehicle search,2025-03-08 00:24:00+00:00,53.92089,-1.136012,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,Yes,2025-03,2025,3,0,True
Person search,2025-03-08 00:41:00+00:00,53.996143,-1.510804,Male,over 34,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Not Specified,No,2025-03,2025,3,0,True
Person search,2025-03-08 06:24:00+00:00,53.783524,-1.070007,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-03,2025,3,6,True
Person search,2025-03-08 15:30:00+00:00,53.993848,-1.537158,Male,25-34,White - Irish,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Not Specified,No,2025-03,2025,3,15,True
Person and Vehicle search,2025-03-08 15:52:00+00:00,54.140786,-0.783973,Female,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-03,2025,3,15,True
Person and Vehicle search,2025-03-08 15:52:00+00:00,54.140786,-0.783973,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-03,2025,3,15,True
Person and Vehicle search,2025-03-08 16:37:00+00:00,54.008204,-1.435251,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-03,2025,3,16,True
Person search,2025-03-08 16:58:00+00:00,54.008204,-1.435251,Not Specified,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-03,2025,3,16,True
Person and Vehicle search,2025-03-08 17:35:00+00:00,53.951687,-1.116892,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-03,2025,3,17,True
Person and Vehicle search,2025-03-08 17:35:00+00:00,53.951687,-1.116892,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-03,2025,3,17,True
Person search,2025-03-09 01:51:00+00:00,53.999068,-1.551119,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Not Specified,No,2025-03,2025,3,1,True
Person search,2025-03-10 08:26:00+00:00,53.961067,-1.082827,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest,Yes,2025-03,2025,3,8,True
Person search,2025-03-10 08:40:00+00:00,54.272773,-0.415465,Male,over 34,Other ethnic group - Not stated,Black,Not Specified,Controlled drugs,Arrest,Yes,2025-03,2025,3,8,True
Person and Vehicle search,2025-03-10 21:29:00+00:00,54.339782,-1.435137,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Firearms,Not Specified,No,2025-03,2025,3,21,True
Person and Vehicle search,2025-03-10 21:29:00+00:00,54.339782,-1.435137,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Firearms,Not Specified,No,2025-03,2025,3,21,True
Person search,2025-03-12 17:04:00+00:00,53.772767,-1.064555,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Community resolution,Yes,2025-03,2025,3,17,True
Person search,2025-03-12 20:33:00+00:00,54.282121,-0.400915,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,Yes,2025-03,2025,3,20,True
Person search,2025-03-12 22:17:00+00:00,53.904723,-1.6284,Male,over 34,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,Yes,2025-03,2025,3,22,True
Person search,2025-03-13 19:14:00+00:00,53.785744,-1.064266,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-03,2025,3,19,True
Person search,2025-03-15 06:14:00+00:00,53.958234,-1.145969,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-03,2025,3,6,True
Person and Vehicle search,2025-03-15 22:01:00+00:00,53.905633,-1.186416,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,Yes,2025-03,2025,3,22,True
Person and Vehicle search,2025-03-16 03:10:00+00:00,53.852759,-1.349605,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-03,2025,3,3,True
Person search,2025-03-16 03:16:00+00:00,54.187498,-1.484735,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Not Specified,No,2025-03,2025,3,3,True
Person and Vehicle search,2025-03-16 03:18:00+00:00,53.859686,-1.326076,Male,25-34,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-03,2025,3,3,True
Person and Vehicle search,2025-03-19 00:12:00+00:00,53.974001,-1.532225,Male,25-34,Not Specified,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-03,2025,3,0,True
Person search,2025-03-20 02:50:00+00:00,54.007534,-1.467277,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Not Specified,No,2025-03,2025,3,2,True
Person search,2025-03-20 02:51:00+00:00,54.008649,-1.467232,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Not Specified,No,2025-03,2025,3,2,True
Person search,2025-03-21 11:53:00+00:00,54.284462,-0.42196,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,Yes,2025-03,2025,3,11,True
Person search,2025-03-22 11:53:00+00:00,54.281982,-0.402884,Male,over 34,White - Any other White background,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-03,2025,3,11,True
Person search,2025-03-22 16:46:00+00:00,54.282121,-0.400915,Male,10-17,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Not Specified,No,2025-03,2025,3,16,True
Person search,2025-03-23 18:54:00+00:00,53.952613,-1.085679,Not Specified,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,Yes,2025-03,2025,3,18,True
Person search,2025-03-24 02:49:00+00:00,53.958196,-2.039969,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Not Specified,No,2025-03,2025,3,2,True
Person search,2025-03-24 04:00:00+00:00,53.785732,-1.067257,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-03,2025,3,4,True
Person and Vehicle search,2025-03-25 01:30:00+00:00,54.197529,-0.446337,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-03,2025,3,1,True
Person search,2025-03-27 12:37:00+00:00,54.339324,-1.433721,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-03,2025,3,12,True
Person and Vehicle search,2025-03-27 12:58:00+00:00,54.306861,-1.345896,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-03,2025,3,12,True
Person and Vehicle search,2025-03-27 13:36:00+00:00,54.30086,-1.343225,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-03,2025,3,13,True
Person and Vehicle search,2025-03-27 23:32:00+00:00,53.944104,-1.120861,Female,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-03,2025,3,23,True
Person search,2025-03-28 13:40:00+00:00,54.269975,-0.410489,Male,10-17,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Not Specified,No,2025-03,2025,3,13,True
Person search,2025-03-29 23:17:00+00:00,54.285606,-0.401638,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-03,2025,3,23,True
Person search,2025-03-30 14:36:00+00:00,53.784246,-1.069263,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-03,2025,3,14,True
Person search,2024-11-01 21:49:00+00:00,53.945074,-1.138194,Male,18-24,Not Specified,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-11,2024,11,21,True
Person search,2024-11-02 07:08:00+00:00,54.285428,-0.400431,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-11,2024,11,7,True
Person search,2024-11-03 16:49:00+00:00,54.287383,-0.408959,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-11,2024,11,16,True
Person search,2024-11-04 08:47:00+00:00,53.784781,-1.074518,Female,10-17,White - English/Welsh/Scottish/Northern Irish/British,Not Specified,Not Specified,Not Specified,Not Specified,No,2024-11,2024,11,8,True
Person search,2024-11-05 00:23:00+00:00,54.283254,-0.403941,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,Not Specified,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Not Specified,No,2024-11,2024,11,0,True
Person search,2024-11-05 00:32:00+00:00,54.283254,-0.403941,Female,25-34,White - English/Welsh/Scottish/Northern Irish/British,Not Specified,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Not Specified,No,2024-11,2024,11,0,True
Person search,2024-11-05 05:12:00+00:00,53.960387,-1.085585,Male,over 34,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Not Specified,No,2024-11,2024,11,5,True
Person search,2024-11-05 16:28:00+00:00,53.94649,-1.072405,Female,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,Yes,2024-11,2024,11,16,True
Person and Vehicle search,2024-11-05 21:59:00+00:00,53.765162,-1.081806,Female,10-17,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Not Specified,A no further action disposal,Yes,2024-11,2024,11,21,True
Person and Vehicle search,2024-11-05 21:59:00+00:00,53.765162,-1.081806,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Not Specified,A no further action disposal,Yes,2024-11,2024,11,21,True
Person search,2024-11-05 23:49:00+00:00,53.958796,-1.086732,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,Not Specified,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-11,2024,11,23,True
Person and Vehicle search,2024-11-06 14:36:00+00:00,54.152247,-0.778184,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-11,2024,11,14,True
Person and Vehicle search,2024-11-06 14:36:00+00:00,54.152247,-0.778184,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-11,2024,11,14,True
Person search,2024-11-06 23:08:00+00:00,53.962786,-1.071388,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,Not Specified,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-11,2024,11,23,True
Person search,2024-11-07 07:27:00+00:00,53.999481,-1.522847,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,Not Specified,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Not Specified,No,2024-11,2024,11,7,True
Person search,2024-11-07 07:39:00+00:00,53.999481,-1.522847,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,Not Specified,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Not Specified,No,2024-11,2024,11,7,True
Person and Vehicle search,2024-11-07 09:50:00+00:00,53.859686,-1.326076,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,Yes,2024-11,2024,11,9,True
Person search,2024-11-07 13:59:00+00:00,53.991846,-1.566922,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-11,2024,11,13,True
Person search,2024-11-07 22:46:00+00:00,54.282654,-0.404056,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-11,2024,11,22,True
Person search,2024-11-07 22:46:00+00:00,54.282654,-0.404056,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-11,2024,11,22,True
Person search,2024-11-08 19:02:00+00:00,53.95716,-2.004688,Male,25-34,Not Specified,Not Specified,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Not Specified,No,2024-11,2024,11,19,True
Person and Vehicle search,2024-11-09 13:18:00+00:00,53.866521,-1.910184,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,Not Specified,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-11,2024,11,13,True
Person search,2024-11-09 18:18:00+00:00,53.956321,-1.062951,Male,10-17,Other ethnic group - Not stated,Not Specified,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-11,2024,11,18,True
Person and Vehicle search,2024-11-10 00:05:00+00:00,53.984521,-1.533098,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,Not Specified,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,Yes,2024-11,2024,11,0,True
Person search,2024-11-10 01:07:00+00:00,53.984521,-1.533098,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,Not Specified,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,Yes,2024-11,2024,11,1,True
Person search,2024-11-10 15:28:00+00:00,53.958167,-1.085481,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-11,2024,11,15,True
Person search,2024-11-12 05:02:00+00:00,53.748571,-1.107038,Male,18-24,Not Specified,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Not Specified,No,2024-11,2024,11,5,True
Person and Vehicle search,2024-11-12 17:43:00+00:00,54.281346,-0.408469,Male,18-24,Not Specified,Other,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,Yes,2024-11,2024,11,17,True
Person and Vehicle search,2024-11-12 23:22:00+00:00,53.988444,-1.505114,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,Yes,2024-11,2024,11,23,True
Person and Vehicle search,2024-11-14 08:28:00+00:00,,,Male,25-34,Not Specified,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-11,2024,11,8,False
Person search,2024-11-14 10:28:00+00:00,53.784929,-1.070371,Female,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Not Specified,No,2024-11,2024,11,10,True
Person search,2024-11-14 16:23:00+00:00,54.132563,-1.534818,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-11,2024,11,16,True
Person search,2024-11-14 21:33:00+00:00,53.958346,-1.080242,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-11,2024,11,21,True
Person search,2024-11-14 21:55:00+00:00,54.341925,-1.435411,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-11,2024,11,21,True
Person search,2024-11-14 22:58:00+00:00,54.341925,-1.435411,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-11,2024,11,22,True
Person search,2024-11-15 14:09:00+00:00,53.955819,-1.064273,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-11,2024,11,14,True
Person and Vehicle search,2024-11-15 17:53:00+00:00,53.776037,-1.305601,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-11,2024,11,17,True
Person and Vehicle search,2024-11-16 21:34:00+00:00,54.044379,-1.052908,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,Yes,2024-11,2024,11,21,True
Person search,2024-11-16 23:52:00+00:00,53.958528,-1.083246,Male,10-17,Not Specified,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-11,2024,11,23,True
Person search,2024-11-16 23:52:00+00:00,53.958528,-1.083246,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-11,2024,11,23,True
Person search,2024-11-16 23:52:00+00:00,53.958528,-1.083246,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-11,2024,11,23,True
Person search,2024-11-16 23:53:00+00:00,53.959281,-1.084118,Male,10-17,White - Any other White background,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-11,2024,11,23,True
Person search,2024-11-20 10:37:00+00:00,53.957819,-1.079324,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-11,2024,11,10,True
Person search,2024-11-20 11:17:00+00:00,53.957819,-1.079324,Female,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-11,2024,11,11,True
Person search,2024-11-20 13:26:00+00:00,54.403518,-1.736009,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-11,2024,11,13,True
Person search,2024-11-20 18:42:00+00:00,54.109389,-1.212631,Male,18-24,Not Specified,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Not Specified,No,2024-11,2024,11,18,True
Person search,2024-11-20 19:00:00+00:00,54.109389,-1.212631,Male,18-24,Not Specified,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Not Specified,No,2024-11,2024,11,19,True
Person and Vehicle search,2024-11-22 02:14:00+00:00,53.964149,-1.107772,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-11,2024,11,2,True
Person search,2024-11-24 02:42:00+00:00,54.282968,-0.396548,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Not Specified,No,2024-11,2024,11,2,True
Person and Vehicle search,2024-11-26 17:44:00+00:00,54.478309,-0.633704,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-11,2024,11,17,True
Person and Vehicle search,2024-11-26 17:44:00+00:00,54.479624,-0.63471,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2024-11,2024,11,17,True
Person search,2024-11-29 07:05:00+00:00,54.372055,-1.716646,Female,18-24,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,Yes,2024-11,2024,11,7,True
Person search,2024-11-29 14:33:00+00:00,53.956836,-1.079597,Not Specified,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Not Specified,No,2024-11,2024,11,14,True
Person search,2024-11-30 06:28:00+00:00,53.946441,-1.096693,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Not Specified,No,2024-11,2024,11,6,True
Person and Vehicle search,2024-11-30 11:29:00+00:00,53.852759,-1.349605,Female,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Not Specified,Controlled drugs,Arrest,Yes,2024-11,2024,11,11,True
Person and Vehicle search,2024-11-30 11:29:00+00:00,53.852759,-1.349605,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Not Specified,Controlled drugs,Arrest,Yes,2024-11,2024,11,11,True
Person search,2024-11-30 22:58:00+00:00,54.132121,-0.797358,Male,25-34,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Not Specified,No,2024-11,2024,11,22,True
Person and Vehicle search,2024-10-01 00:53:00+00:00,54.083458,-1.395852,Male,25-34,Not Specified,Not Specified,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,Yes,2024-10,2024,10,0,True
