type,date,latitude,longitude,gender,age_range,self_defined_ethnicity,officer_defined_ethnicity,legislation,object_of_search,outcome,outcome_linked_to_object_of_search,source_month,year,month,time,has_location
Person search,2025-02-25 15:48:00+00:00,53.953905,-1.081795,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-02,2025,2,15,True
Person search,2025-02-25 16:29:00+00:00,54.285579,-0.409781,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Not Specified,No,2025-02,2025,2,16,True
Person and Vehicle search,2025-02-26 01:20:00+00:00,53.971999,-1.142739,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-02,2025,2,1,True
Person search,2025-02-26 10:36:00+00:00,54.284463,-0.402926,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Not Specified,No,2025-02,2025,2,10,True
Person and Vehicle search,2025-02-27 00:57:00+00:00,54.249554,-1.345299,Male,25-34,Asian/Asian British - Any other Asian background,Asian,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Not Specified,No,2025-02,2025,2,0,True
Person and Vehicle search,2025-02-28 01:41:00+00:00,54.259396,-0.858995,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-02,2025,2,1,True
Person and Vehicle search,2025-02-28 01:41:00+00:00,54.259396,-0.858995,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-02,2025,2,1,True
Person search,2025-05-01 00:09:00+00:00,54.289852,-0.406021,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Not Specified,No,2025-05,2025,5,0,True
Person search,2025-05-01 12:56:00+00:00,53.962387,-1.05931,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-05,2025,5,12,True
Person search,2025-05-01 22:07:00+00:00,53.954869,-1.080729,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-05,2025,5,22,True
Person search,2025-05-02 14:31:00+00:00,54.345084,-1.438864,Male,10-17,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Not Specified,No,2025-05,2025,5,14,True
Person search,2025-05-02 19:56:00+00:00,54.208327,-0.287426,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-05,2025,5,19,True
Person search,2025-05-03 13:14:00+00:00,54.231887,-1.344198,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Not Specified,No,2025-05,2025,5,13,True
Person search,2025-05-03 13:20:00+00:00,54.231887,-1.344198,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Not Specified,No,2025-05,2025,5,13,True
Person search,2025-05-03 22:23:00+00:00,53.957,-1.075189,Female,25-34,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-05,2025,5,22,True
Person search,2025-05-03 22:53:00+00:00,54.485432,-0.615931,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Not Specified,No,2025-05,2025,5,22,True
Person and Vehicle search,2025-05-03 23:52:00+00:00,53.957,-1.075189,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-05,2025,5,23,True
Person and Vehicle search,2025-05-06 14:57:00+00:00,54.003056,-1.55991,Female,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-05,2025,5,14,True
Person search,2025-05-07 14:10:00+00:00,54.272682,-0.411936,Male,10-17,Not Specified,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Not Specified,No,2025-05,2025,5,14,True
Person search,2025-05-07 19:05:00+00:00,54.000137,-1.534403,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Not Specified,No,2025-05,2025,5,19,True
Person search,2025-05-08 03:19:00+00:00,53.976901,-1.533671,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Not Specified,No,2025-05,2025,5,3,True
Person search,2025-05-08 11:24:00+00:00,54.286199,-0.392198,Female,25-34,Not Specified,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-05,2025,5,11,True
Person search,2025-05-08 17:43:00+00:00,54.27476,-0.40324,Male,25-34,Not Specified,White,Police and Criminal Evidence Act 1984 (section 1),Not Specified,Arrest,Yes,2025-05,2025,5,17,True
Person search,2025-05-09 12:58:00+00:00,54.006569,-1.470508,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,Yes,2025-05,2025,5,12,True
Person and Vehicle search,2025-05-09 17:16:00+00:00,53.921933,-1.106602,Male,over 34,White - Any other White background,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-05,2025,5,17,True
Person search,2025-05-09 23:18:00+00:00,53.784246,-1.069263,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,Not Specified,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,Yes,2025-05,2025,5,23,True
Person search,2025-05-11 02:56:00+00:00,53.784722,-1.069252,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,Yes,2025-05,2025,5,2,True
Person search,2025-05-11 03:26:00+00:00,53.784722,-1.069252,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,Yes,2025-05,2025,5,3,True
Person search,2025-05-11 03:26:00+00:00,53.784722,-1.069252,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-05,2025,5,3,True
Person search,2025-05-11 22:58:00+00:00,54.277045,-0.417682,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Not Specified,No,2025-05,2025,5,22,True
Person search,2025-05-12 16:56:00+00:00,54.13168,-0.787439,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-05,2025,5,16,True
Person search,2025-05-13 13:26:00+00:00,54.148284,-0.824082,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-05,2025,5,13,True
Person search,2025-05-13 13:27:00+00:00,54.138234,-0.802034,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-05,2025,5,13,True
Person and Vehicle search,2025-05-13 13:46:00+00:00,54.138234,-0.802034,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-05,2025,5,13,True
Person search,2025-05-14 00:55:00+00:00,53.975493,-1.072249,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest,Not Specified,2025-05,2025,5,0,True
Person search,2025-05-14 10:12:00+00:00,53.943681,-1.075316,Female,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-05,2025,5,10,True
Person search,2025-05-14 10:14:00+00:00,53.943681,-1.075316,Male,25-34,Not Specified,Not Specified,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-05,2025,5,10,True
Person search,2025-05-14 11:44:00+00:00,53.95869,-1.082269,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Not Specified,No,2025-05,2025,5,11,True
Person search,2025-05-14 12:10:00+00:00,53.959245,-1.078355,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-05,2025,5,12,True
Person search,2025-05-14 13:07:00+00:00,54.132561,-0.783005,Male,25-34,White - Any other White background,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-05,2025,5,13,True
Person search,2025-05-14 21:51:00+00:00,54.355538,-1.431598,Female,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Not Specified,No,2025-05,2025,5,21,True
Person search,2025-05-16 20:46:00+00:00,53.958528,-1.083246,Not Specified,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-05,2025,5,20,True
Person search,2025-05-17 01:21:00+00:00,54.285093,-0.400275,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-05,2025,5,1,True
Person and Vehicle search,2025-05-17 01:30:00+00:00,54.015834,-1.559378,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-05,2025,5,1,True
Person and Vehicle search,2025-05-17 01:30:00+00:00,54.015834,-1.559378,Female,18-24,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-05,2025,5,1,True
Person and Vehicle search,2025-05-17 12:59:00+00:00,53.768208,-1.060848,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-05,2025,5,12,True
Person search,2025-05-18 13:22:00+00:00,53.950476,-1.076553,Female,over 34,Not Specified,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,Yes,2025-05,2025,5,13,True
Person and Vehicle search,2025-05-19 18:37:00+00:00,53.681588,-0.997717,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,Yes,2025-05,2025,5,18,True
Person search,2025-05-20 23:12:00+00:00,53.95507,-1.076695,Female,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Not Specified,No,2025-05,2025,5,23,True
Person search,2025-05-21 21:43:00+00:00,53.905633,-1.186416,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Not Specified,Arrest,Yes,2025-05,2025,5,21,True
Person search,2025-05-22 14:41:00+00:00,53.948497,-1.081744,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-05,2025,5,14,True
Person search,2025-05-25 00:49:00+00:00,53.784246,-1.069263,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Not Specified,No,2025-05,2025,5,0,True
Person search,2025-05-25 18:57:00+00:00,54.006897,-1.563318,Female,18-24,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Not Specified,No,2025-05,2025,5,18,True
Person search,2025-05-25 19:30:00+00:00,54.472215,-1.311583,Female,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-05,2025,5,19,True
Person search,2025-05-25 20:41:00+00:00,54.367862,-1.320709,Male,10-17,Not Specified,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-05,2025,5,20,True
Person and Vehicle search,2025-05-26 09:41:00+00:00,53.823952,-1.668081,Male,25-34,Not Specified,Asian,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Arrest,Yes,2025-05,2025,5,9,True
Person search,2025-05-27 07:13:00+00:00,53.823952,-1.668081,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,Yes,2025-05,2025,5,7,True
Person search,2025-05-27 07:37:00+00:00,53.823952,-1.668081,Female,over 34,Not Specified,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Not Specified,No,2025-05,2025,5,7,True
Person search,2025-05-27 13:48:00+00:00,53.958919,-1.080451,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Not Specified,No,2025-05,2025,5,13,True
Person search,2025-05-28 04:48:00+00:00,54.001274,-1.528426,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Not Specified,Not Specified,No,2025-05,2025,5,4,True
Person search,2025-05-28 22:27:00+00:00,53.772767,-1.064555,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Community resolution,Yes,2025-05,2025,5,22,True
Person search,2025-05-28 23:00:00+00:00,53.963649,-1.074813,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Not Specified,No,2025-05,2025,5,23,True
Person search,2025-05-29 01:24:00+00:00,54.341178,-1.43378,Female,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-05,2025,5,1,True
Person search,2025-05-29 01:34:00+00:00,54.341178,-1.43378,Female,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-05,2025,5,1,True
Person and Vehicle search,2025-05-30 18:59:00+00:00,54.008526,-1.376354,Male,18-24,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-05,2025,5,18,True
Person search,2025-05-30 22:51:00+00:00,53.952811,-1.092761,Male,under 10,Asian/Asian British - Any other Asian background,Asian,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Not Specified,No,2025-05,2025,5,22,True
Person and Vehicle search,2025-05-31 21:44:00+00:00,53.994745,-1.543798,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-05,2025,5,21,True
Person search,2025-04-01 14:49:00+00:00,53.969475,-1.070385,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-04,2025,4,14,True
Person search,2025-04-02 00:34:00+00:00,53.852759,-1.349605,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-04,2025,4,0,True
Person search,2025-04-04 19:37:00+00:00,53.774017,-1.064542,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,Yes,2025-04,2025,4,19,True
Person search,2025-04-05 10:03:00+00:00,,,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Not Specified,Stolen goods,Arrest,Yes,2025-04,2025,4,10,False
Person and Vehicle search,2025-04-05 12:19:00+00:00,54.28842,-0.38552,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,Yes,2025-04,2025,4,12,True
Person search,2025-04-05 22:03:00+00:00,53.885212,-1.355856,Male,over 34,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Controlled drugs,Not Specified,No,2025-04,2025,4,22,True
Person search,2025-04-06 03:31:00+00:00,53.992366,-1.539813,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Not Specified,No,2025-04,2025,4,3,True
Person and Vehicle search,2025-04-06 07:43:00+00:00,53.933423,-1.110697,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,Yes,2025-04,2025,4,7,True
